,Year,CO2-fossil (GtC/yr),CO2-landuse (GtC/yr),CH4 (Mt/yr),N2O (MtN2/yr),SOx (MtS/yr),CO (Mt/yr),NMVOC (Mt/yr),NOx (MtN/yr),BC (Mt/yr),OC (Mt/yr),NH3 (Mt/yr),CF4 (kt/yr),C2F6 (kt/yr),C6F14 (kt/yr),HFC23 (kt/yr),HFC32 (kt/yr),HFC43-10 (kt/yr),HFC125 (kt/yr),HFC134a (kt/yr),HFC143a (kt/yr),HFC227ea (kt/yr),HFC245fa (kt/yr),SF6 (kt/yr),CFC11 (kt/yr),CFC12 (kt/yr),CFC113 (kt/yr),CFC114 (kt/yr),CFC115 (kt/yr),CCl4 (kt/yr),Methyl chloroform (kt/yr),HCFC22 (kt/yr),HCFC141b (kt/yr),HCFC142b (kt/yr),Halon 1211 (kt/yr),Halon 1202 (kt/yr),Halon 1301 (kt/yr),Halon 2401 (kt/yr),CH3Br (kt/yr),CH3Cl (kt/yr)
46,1811.0,0.011014901475778232,0.24681630365130652,29.40578756,0.2694233465,1.4029003720072268,369.2694863,61.829606,3.918789535948528,2.252530236,16.18886557,8.026948341,0.010071225,0.0,0.0,0.0,0.000216519,0.0,0.0,0.0,0.0,3.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.96903,4269.505
47,1812.0,0.011395911928025448,0.25135701274119515,29.4202985,0.2745133633,1.3941026921614428,364.5806875,60.85746997,3.876032016554412,2.228006935,15.92905063,7.965169636,0.010071225,0.0,0.0,0.0,0.000220657,0.0,0.0,0.0,0.0,3.07e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.99029,4270.6225
48,1813.0,0.011449080560972507,0.2559812578349921,29.77847603,0.2796995421,1.39954106450949,365.9138874,61.1361302,3.8441315582655986,2.231996859,16.06491504,8.032995952,0.010071225,0.0,0.0,0.0,0.00022462,0.0,0.0,0.0,0.0,3.11e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.97005,4269.5589
49,1814.0,0.011703715691342877,0.2606905756996592,30.54785186,0.2849836995,1.4483080556434769,377.9855417,63.49192823,3.946917603616981,2.291579691,16.71992349,8.255365792,0.010071225,0.0,0.0,0.0,0.000228532,0.0,0.0,0.0,0.0,3.14e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.93884,4267.9182
50,1815.0,0.012094116593669619,0.26548653145569195,30.64433954,0.2903676866,1.4420263016234038,375.5806648,62.8715757,3.97804276500688,2.287324694,16.48749688,8.178894558,0.010071225,0.0,0.0,0.0,0.000232625,0.0,0.0,0.0,0.0,3.18e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.94955,4268.4808
51,1816.0,0.013382562792692572,0.27037071898645765,30.79985622,0.2958533893,1.448705583865857,371.6298228,62.14643252,3.866051691356534,2.261022,16.39503385,8.188247477,0.010071225,0.0,0.0,0.0,0.000236606,0.0,0.0,0.0,0.0,3.22e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.93504,4267.7184
52,1817.0,0.013970105691897296,0.2753447614839809,31.19839541,0.3014427295,1.4711811814023816,376.4429441,62.94153101,3.981247111793525,2.296180569,16.51722865,8.220825384,0.010071225,0.0,0.0,0.0,0.000240736,0.0,0.0,0.0,0.0,3.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.95336,4268.6815
53,1818.0,0.014054847291315611,0.280410312049307,31.68760832,0.3071376649,1.502488559316096,383.9142096,64.26768049,4.1093418122413405,2.335490105,16.84964888,8.306817108,0.010071225,0.0,0.0,0.0,0.000244721,0.0,0.0,0.0,0.0,3.29e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.94012,4267.9855
54,1819.0,0.014121010340381731,0.28556905404726196,31.84544135,0.31294019050000005,1.479567862582649,378.3325838,63.25758927,3.9635635263132674,2.304129482,16.66519821,8.302878859,0.010071225,0.0,0.0,0.0,0.000248681,0.0,0.0,0.0,0.0,3.32e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.92235,4267.0511
55,1820.0,0.014336733149890936,0.29082270233446944,32.33339467,0.318852339,1.4992870242709861,382.4197483,64.0766433,3.9586065145230247,2.321048766,16.96356441,8.416077975,0.010071225,0.0,0.0,0.0,0.000252562,0.0,0.0,0.0,0.0,3.36e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024856862,0.0,0.0,0.0,0.0,0.007723273,0.0,0.0,0.0,104.88909,4265.3029
