train/entropy_loss,time/fps,train/std,rollout/ep_len_mean,train/value_loss,time/iterations,time/total_timesteps,train/policy_loss,train/learning_rate,train/n_updates,rollout/ep_rew_mean,train/explained_variance,time/time_elapsed
-2.3937487602233887,2,0.813096284866333,19.9,208936.96875,100,400,-940.496337890625,0.024,99,5029.345153099999,0.0,153
-2.477916717529297,2,0.8891938328742981,19.4390243902439,515362.03125,200,800,-1626.08544921875,0.024,199,5356.067307975611,-1.1920928955078125e-07,309
-2.4853484630584717,2,0.8918644189834595,19.29032258064516,1798355.5,300,1200,-3824.527099609375,0.024,299,5461.461551483872,-2.384185791015625e-07,464
-2.6821694374084473,2,1.070535659790039,19.216867469879517,1328992.75,400,1600,-1613.7685546875,0.024,399,5513.523768156628,-5.960464477539062e-07,620
-2.2066001892089844,2,0.7503789663314819,19.0,985553.9375,500,2000,-1572.4716796875,0.024,499,5663.4962443099985,-2.384185791015625e-07,776
